4,4.25,4.5,4.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,8,8.25,8.5,8.75,9,9.25,9.5,9.75,10,10.25,10.5,10.75,11,11.25,11.5,11.75,12,12.25,12.5,12.75,13,13.25,13.5,13.75,14,14.25,14.5,14.75,15
0,0.15,0.3,0.44999999999999996,0.6,0.75,0.9,1.05,1.2,1.3499999999999999,1.4999999999999998,1.6499999999999997,1.7999999999999996,1.9499999999999995,2.0999999999999996,2.2499999999999996,2.3999999999999995,2.5499999999999994,2.6999999999999993,2.849999999999999,2.999999999999999
sort_size, sort_shift, DC_size, sort_shiftride_number
14,0,7,2.0999999999999996,1934
14,0,7,2.2499999999999996,1873
14,0,7,2.3999999999999995,1856
14,0,7,2.5499999999999994,1844
14,0,7,2.6999999999999993,1752
14,0,7,2.849999999999999,1820
14,0,7,2.999999999999999,1687
14.5,0,7.25,0,1223
14.5,0,7.25,0.15,1078
14.5,0,7.25,0.3,1554
14.5,0,7.25,0.44999999999999996,1799
14.5,0,7.25,0.6,1864
14.5,0,7.25,0.75,1986
14.5,0,7.25,0.9,2063
14.5,0,7.25,1.05,1867
14.5,0,7.25,1.2,1984
14.5,0,7.25,1.3499999999999999,2210
14.5,0,7.25,1.4999999999999998,2323
14.5,0,7.25,1.6499999999999997,2399
14.5,0,7.25,1.7999999999999996,2308
14.5,0,7.25,1.9499999999999995,2107
14.5,0,7.25,2.0999999999999996,1875
14.5,0,7.25,2.2499999999999996,1936
14.5,0,7.25,2.3999999999999995,1833
14.5,0,7.25,2.5499999999999994,1832
14.5,0,7.25,2.6999999999999993,1907
14.5,0,7.25,2.849999999999999,1859
14.5,0,7.25,2.999999999999999,1809
15,0,7.5,0,1221
15,0,7.5,0.15,1100
15,0,7.5,0.3,1595
15,0,7.5,0.44999999999999996,1802
15,0,7.5,0.6,1840
15,0,7.5,0.75,1984
15,0,7.5,0.9,2142
15,0,7.5,1.05,1955
15,0,7.5,1.2,1968
15,0,7.5,1.3499999999999999,2211
15,0,7.5,1.4999999999999998,2317
15,0,7.5,1.6499999999999997,2252
15,0,7.5,1.7999999999999996,2287
15,0,7.5,1.9499999999999995,2036
15,0,7.5,2.0999999999999996,1915
15,0,7.5,2.2499999999999996,1963
15,0,7.5,2.3999999999999995,1957
15,0,7.5,2.5499999999999994,1855
15,0,7.5,2.6999999999999993,1844
15,0,7.5,2.849999999999999,1733
15,0,7.5,2.999999999999999,1952
15.5,0,7.75,0,1116
15.5,0,7.75,0.15,1050
15.5,0,7.75,0.3,1673
15.5,0,7.75,0.44999999999999996,1783
15.5,0,7.75,0.6,1837
15.5,0,7.75,0.75,1960
15.5,0,7.75,0.9,2094
15.5,0,7.75,1.05,2006
15.5,0,7.75,1.2,1963
15.5,0,7.75,1.3499999999999999,2225
15.5,0,7.75,1.4999999999999998,2109
15.5,0,7.75,1.6499999999999997,2286
15.5,0,7.75,1.7999999999999996,2407
15.5,0,7.75,1.9499999999999995,2431
15.5,0,7.75,2.0999999999999996,2071
15.5,0,7.75,2.2499999999999996,1890
15.5,0,7.75,2.3999999999999995,1967
15.5,0,7.75,2.5499999999999994,1942
15.5,0,7.75,2.6999999999999993,1884
15.5,0,7.75,2.849999999999999,1868
15.5,0,7.75,2.999999999999999,1778
16,0,8,0,1133
16,0,8,0.15,1129
16,0,8,0.3,1591
16,0,8,0.44999999999999996,1717
16,0,8,0.6,1897
16,0,8,0.75,2041
16,0,8,0.9,2171
16,0,8,1.05,2109
16,0,8,1.2,2025
16,0,8,1.3499999999999999,2083
16,0,8,1.4999999999999998,2237
16,0,8,1.6499999999999997,2296
16,0,8,1.7999999999999996,2417
16,0,8,1.9499999999999995,2405
16,0,8,2.0999999999999996,2217
16,0,8,2.2499999999999996,2083
16,0,8,2.3999999999999995,2012
16,0,8,2.5499999999999994,1975
16,0,8,2.6999999999999993,1938
16,0,8,2.849999999999999,1966
16,0,8,2.999999999999999,1894
16.5,0,8.25,0,1073
16.5,0,8.25,0.15,1237
16.5,0,8.25,0.3,1685
16.5,0,8.25,0.44999999999999996,1980
16.5,0,8.25,0.6,2046
16.5,0,8.25,0.75,2252
16.5,0,8.25,0.9,2444
16.5,0,8.25,1.05,2355
16.5,0,8.25,1.2,2142
16.5,0,8.25,1.3499999999999999,2329
16.5,0,8.25,1.4999999999999998,2383
16.5,0,8.25,1.6499999999999997,2586
16.5,0,8.25,1.7999999999999996,2728
16.5,0,8.25,1.9499999999999995,2871
16.5,0,8.25,2.0999999999999996,2825
16.5,0,8.25,2.2499999999999996,2213
16.5,0,8.25,2.3999999999999995,2164
16.5,0,8.25,2.5499999999999994,2273
16.5,0,8.25,2.6999999999999993,2020
16.5,0,8.25,2.849999999999999,1948
16.5,0,8.25,2.999999999999999,1938
17,0,8.5,0,1202
17,0,8.5,0.15,1258
17,0,8.5,0.3,1728
17,0,8.5,0.44999999999999996,1938
17,0,8.5,0.6,2113
17,0,8.5,0.75,2243
17,0,8.5,0.9,2341
17,0,8.5,1.05,2454
17,0,8.5,1.2,2235
17,0,8.5,1.3499999999999999,2294
17,0,8.5,1.4999999999999998,2473
17,0,8.5,1.6499999999999997,2602
17,0,8.5,1.7999999999999996,2427
17,0,8.5,1.9499999999999995,2722
17,0,8.5,2.0999999999999996,2705
17,0,8.5,2.2499999999999996,2292
17,0,8.5,2.3999999999999995,2188
17,0,8.5,2.5499999999999994,2171
17,0,8.5,2.6999999999999993,2162
17,0,8.5,2.849999999999999,2017
17,0,8.5,2.999999999999999,2077
17.5,0,8.75,0,1199
17.5,0,8.75,0.15,1251
17.5,0,8.75,0.3,1719
17.5,0,8.75,0.44999999999999996,1899
17.5,0,8.75,0.6,2042
17.5,0,8.75,0.75,2202
17.5,0,8.75,0.9,2354
17.5,0,8.75,1.05,2423
17.5,0,8.75,1.2,2239
17.5,0,8.75,1.3499999999999999,2250
17.5,0,8.75,1.4999999999999998,2438
17.5,0,8.75,1.6499999999999997,2296
17.5,0,8.75,1.7999999999999996,2467
17.5,0,8.75,1.9499999999999995,2637
17.5,0,8.75,2.0999999999999996,2866
17.5,0,8.75,2.2499999999999996,2855
17.5,0,8.75,2.3999999999999995,2255
17.5,0,8.75,2.5499999999999994,2127
17.5,0,8.75,2.6999999999999993,2262
17.5,0,8.75,2.849999999999999,2087
17.5,0,8.75,2.999999999999999,2082
18,0,9,0,1163
18,0,9,0.15,1245
18,0,9,0.3,1745
18,0,9,0.44999999999999996,1978
18,0,9,0.6,1970
18,0,9,0.75,2193
18,0,9,0.9,2343
18,0,9,1.05,2604
18,0,9,1.2,2344
18,0,9,1.3499999999999999,2256
18,0,9,1.4999999999999998,2381
18,0,9,1.6499999999999997,2354
18,0,9,1.7999999999999996,2552
18,0,9,1.9499999999999995,2709
18,0,9,2.0999999999999996,2856
18,0,9,2.2499999999999996,2861
18,0,9,2.3999999999999995,2371
18,0,9,2.5499999999999994,2254
18,0,9,2.6999999999999993,2314
18,0,9,2.849999999999999,2199
18,0,9,2.999999999999999,1985
18.5,0,9.25,0,1163
18.5,0,9.25,0.15,1209
18.5,0,9.25,0.3,1632
18.5,0,9.25,0.44999999999999996,1973
18.5,0,9.25,0.6,2068
18.5,0,9.25,0.75,2214
18.5,0,9.25,0.9,2419
18.5,0,9.25,1.05,2569
18.5,0,9.25,1.2,2400
18.5,0,9.25,1.3499999999999999,2195
18.5,0,9.25,1.4999999999999998,2322
18.5,0,9.25,1.6499999999999997,2431
18.5,0,9.25,1.7999999999999996,2536
18.5,0,9.25,1.9499999999999995,2659
18.5,0,9.25,2.0999999999999996,2771
18.5,0,9.25,2.2499999999999996,2849
18.5,0,9.25,2.3999999999999995,2907
18.5,0,9.25,2.5499999999999994,2326
18.5,0,9.25,2.6999999999999993,2154
18.5,0,9.25,2.849999999999999,2302
18.5,0,9.25,2.999999999999999,2175
19,0,9.5,0,1216
19,0,9.5,0.15,1258
19,0,9.5,0.3,1672
19,0,9.5,0.44999999999999996,1868
19,0,9.5,0.6,2118
19,0,9.5,0.75,2219
19,0,9.5,0.9,2327
19,0,9.5,1.05,2509
19,0,9.5,1.2,2507
19,0,9.5,1.3499999999999999,2273
19,0,9.5,1.4999999999999998,2302
19,0,9.5,1.6499999999999997,2464
19,0,9.5,1.7999999999999996,2620
19,0,9.5,1.9499999999999995,2695
19,0,9.5,2.0999999999999996,2605
19,0,9.5,2.2499999999999996,2799
19,0,9.5,2.3999999999999995,2824
19,0,9.5,2.5499999999999994,2424
19,0,9.5,2.6999999999999993,2255
19,0,9.5,2.849999999999999,2265
19,0,9.5,2.999999999999999,2227
19.5,0,9.75,0,1334
19.5,0,9.75,0.15,1361
19.5,0,9.75,0.3,1796
19.5,0,9.75,0.44999999999999996,1974
19.5,0,9.75,0.6,2127
19.5,0,9.75,0.75,2213
19.5,0,9.75,0.9,2359
19.5,0,9.75,1.05,2464
19.5,0,9.75,1.2,2488
19.5,0,9.75,1.3499999999999999,2324
19.5,0,9.75,1.4999999999999998,2310
19.5,0,9.75,1.6499999999999997,2487
19.5,0,9.75,1.7999999999999996,2363
19.5,0,9.75,1.9499999999999995,2470
19.5,0,9.75,2.0999999999999996,2646
19.5,0,9.75,2.2499999999999996,2754
19.5,0,9.75,2.3999999999999995,2872
19.5,0,9.75,2.5499999999999994,2904
19.5,0,9.75,2.6999999999999993,2356
19.5,0,9.75,2.849999999999999,2226
19.5,0,9.75,2.999999999999999,2359
20,0,10,0,1396
20,0,10,0.15,1290
20,0,10,0.3,1811
20,0,10,0.44999999999999996,1916
20,0,10,0.6,2065
20,0,10,0.75,2189
20,0,10,0.9,2324
20,0,10,1.05,2464
20,0,10,1.2,2598
20,0,10,1.3499999999999999,2395
20,0,10,1.4999999999999998,2300
20,0,10,1.6499999999999997,2388
20,0,10,1.7999999999999996,2363
20,0,10,1.9499999999999995,2513
20,0,10,2.0999999999999996,2609
20,0,10,2.2499999999999996,2766
20,0,10,2.3999999999999995,2910
20,0,10,2.5499999999999994,2860
20,0,10,2.6999999999999993,2451
20,0,10,2.849999999999999,2187
20,0,10,2.999999999999999,2275
20.5,0,10.25,0,1270
20.5,0,10.25,0.15,1248
20.5,0,10.25,0.3,1721
20.5,0,10.25,0.44999999999999996,1901
20.5,0,10.25,0.6,2103
20.5,0,10.25,0.75,2182
20.5,0,10.25,0.9,2300
20.5,0,10.25,1.05,2465
20.5,0,10.25,1.2,2535
20.5,0,10.25,1.3499999999999999,2381
20.5,0,10.25,1.4999999999999998,2281
20.5,0,10.25,1.6499999999999997,2387
20.5,0,10.25,1.7999999999999996,2425
20.5,0,10.25,1.9499999999999995,2529
20.5,0,10.25,2.0999999999999996,2657
20.5,0,10.25,2.2499999999999996,2739
20.5,0,10.25,2.3999999999999995,2666
20.5,0,10.25,2.5499999999999994,2852
20.5,0,10.25,2.6999999999999993,2851
20.5,0,10.25,2.849999999999999,2348
20.5,0,10.25,2.999999999999999,2237
21,0,10.5,0,1269
21,0,10.5,0.15,1234
21,0,10.5,0.3,1627
21,0,10.5,0.44999999999999996,1917
21,0,10.5,0.6,2091
21,0,10.5,0.75,2178
21,0,10.5,0.9,2303
21,0,10.5,1.05,2412
21,0,10.5,1.2,2510
21,0,10.5,1.3499999999999999,2462
21,0,10.5,1.4999999999999998,2275
21,0,10.5,1.6499999999999997,2309
21,0,10.5,1.7999999999999996,2424
21,0,10.5,1.9499999999999995,2550
21,0,10.5,2.0999999999999996,2627
21,0,10.5,2.2499999999999996,2601
21,0,10.5,2.3999999999999995,2803
21,0,10.5,2.5499999999999994,2883
21,0,10.5,2.6999999999999993,2874
21,0,10.5,2.849999999999999,2411
21,0,10.5,2.999999999999999,2238
21.5,0,10.75,0,1478
21.5,0,10.75,0.15,1388
21.5,0,10.75,0.3,1744
21.5,0,10.75,0.44999999999999996,1975
21.5,0,10.75,0.6,2215
21.5,0,10.75,0.75,2278
21.5,0,10.75,0.9,2452
21.5,0,10.75,1.05,2572
21.5,0,10.75,1.2,2692
21.5,0,10.75,1.3499999999999999,2677
21.5,0,10.75,1.4999999999999998,2498
21.5,0,10.75,1.6499999999999997,2472
21.5,0,10.75,1.7999999999999996,2678
21.5,0,10.75,1.9499999999999995,2768
21.5,0,10.75,2.0999999999999996,2618
21.5,0,10.75,2.2499999999999996,2737
21.5,0,10.75,2.3999999999999995,2921
21.5,0,10.75,2.5499999999999994,3062
21.5,0,10.75,2.6999999999999993,3220
21.5,0,10.75,2.849999999999999,3131
21.5,0,10.75,2.999999999999999,2524
22,0,11,0,1415
22,0,11,0.15,1418
22,0,11,0.3,1794
22,0,11,0.44999999999999996,1997
22,0,11,0.6,2202
22,0,11,0.75,2295
22,0,11,0.9,2424
22,0,11,1.05,2536
22,0,11,1.2,2656
22,0,11,1.3499999999999999,2831
22,0,11,1.4999999999999998,2565
22,0,11,1.6499999999999997,2435
22,0,11,1.7999999999999996,2531
22,0,11,1.9499999999999995,2494
22,0,11,2.0999999999999996,2682
22,0,11,2.2499999999999996,2796
22,0,11,2.3999999999999995,2963
22,0,11,2.5499999999999994,3056
22,0,11,2.6999999999999993,3049
22,0,11,2.849999999999999,3084
22,0,11,2.999999999999999,2628
22.5,0,11.25,0,1353
22.5,0,11.25,0.15,1331
22.5,0,11.25,0.3,1816
22.5,0,11.25,0.44999999999999996,2097
22.5,0,11.25,0.6,2233
22.5,0,11.25,0.75,2232
22.5,0,11.25,0.9,2347
22.5,0,11.25,1.05,2542
22.5,0,11.25,1.2,2744
22.5,0,11.25,1.3499999999999999,2824
22.5,0,11.25,1.4999999999999998,2623
22.5,0,11.25,1.6499999999999997,2487
22.5,0,11.25,1.7999999999999996,2539
22.5,0,11.25,1.9499999999999995,2636
22.5,0,11.25,2.0999999999999996,2625
22.5,0,11.25,2.2499999999999996,2834
22.5,0,11.25,2.3999999999999995,2932
22.5,0,11.25,2.5499999999999994,2863
22.5,0,11.25,2.6999999999999993,2990
22.5,0,11.25,2.849999999999999,3012
22.5,0,11.25,2.999999999999999,3138
23,0,11.5,0,1503
23,0,11.5,0.15,1281
23,0,11.5,0.3,1800
23,0,11.5,0.44999999999999996,2032
23,0,11.5,0.6,2153
23,0,11.5,0.75,2272
23,0,11.5,0.9,2428
23,0,11.5,1.05,2589
23,0,11.5,1.2,2739
23,0,11.5,1.3499999999999999,2829
23,0,11.5,1.4999999999999998,2617
23,0,11.5,1.6499999999999997,2506
23,0,11.5,1.7999999999999996,2624
23,0,11.5,1.9499999999999995,2603
23,0,11.5,2.0999999999999996,2755
23,0,11.5,2.2499999999999996,2774
23,0,11.5,2.3999999999999995,2693
23,0,11.5,2.5499999999999994,2905
23,0,11.5,2.6999999999999993,3088
23,0,11.5,2.849999999999999,3109
23,0,11.5,2.999999999999999,3084
23.5,0,11.75,0,1228
23.5,0,11.75,0.15,1319
23.5,0,11.75,0.3,1860
23.5,0,11.75,0.44999999999999996,2065
23.5,0,11.75,0.6,2129
23.5,0,11.75,0.75,2313
23.5,0,11.75,0.9,2423
23.5,0,11.75,1.05,2525
23.5,0,11.75,1.2,2696
23.5,0,11.75,1.3499999999999999,2781
23.5,0,11.75,1.4999999999999998,2728
23.5,0,11.75,1.6499999999999997,2513
23.5,0,11.75,1.7999999999999996,2492
23.5,0,11.75,1.9499999999999995,2615
23.5,0,11.75,2.0999999999999996,2754
23.5,0,11.75,2.2499999999999996,2641
23.5,0,11.75,2.3999999999999995,2678
23.5,0,11.75,2.5499999999999994,2894
23.5,0,11.75,2.6999999999999993,3038
23.5,0,11.75,2.849999999999999,3159
23.5,0,11.75,2.999999999999999,3115
24,0,12,0,1335
24,0,12,0.15,1396
24,0,12,0.3,1798
24,0,12,0.44999999999999996,1979
24,0,12,0.6,2281
24,0,12,0.75,2230
24,0,12,0.9,2437
24,0,12,1.05,2482
24,0,12,1.2,2623
24,0,12,1.3499999999999999,2784
24,0,12,1.4999999999999998,2870
24,0,12,1.6499999999999997,2557
24,0,12,1.7999999999999996,2537
24,0,12,1.9499999999999995,2758
24,0,12,2.0999999999999996,2611
24,0,12,2.2499999999999996,2632
24,0,12,2.3999999999999995,2693
24,0,12,2.5499999999999994,2867
24,0,12,2.6999999999999993,2988
24,0,12,2.849999999999999,3087
24,0,12,2.999999999999999,3184
24.5,0,12.25,0,1482
24.5,0,12.25,0.15,1426
24.5,0,12.25,0.3,1782
24.5,0,12.25,0.44999999999999996,2110
24.5,0,12.25,0.6,2174
24.5,0,12.25,0.75,2269
24.5,0,12.25,0.9,2359
24.5,0,12.25,1.05,2480
24.5,0,12.25,1.2,2620
24.5,0,12.25,1.3499999999999999,2827
24.5,0,12.25,1.4999999999999998,2880
24.5,0,12.25,1.6499999999999997,2676
24.5,0,12.25,1.7999999999999996,2484
24.5,0,12.25,1.9499999999999995,2595
24.5,0,12.25,2.0999999999999996,2664
24.5,0,12.25,2.2499999999999996,2700
24.5,0,12.25,2.3999999999999995,2747
24.5,0,12.25,2.5499999999999994,2847
